frame,TP,FP,FN,TN
5174,4,0,0,0
5175,6,0,0,1
5176,8,0,0,8
5177,6,0,0,9
5178,1,0,0,0
5179,6,0,0,3
5180,9,0,0,0
5181,1,0,0,0
5182,1,0,0,6
5183,0,0,0,6
5184,1,0,0,3
5185,2,0,0,8
5186,4,0,0,0
5187,8,0,0,7
5188,7,0,0,2
5189,5,0,0,0
5190,9,0,0,4
5191,8,0,0,8
5192,3,0,0,1
5193,8,0,0,7
5194,8,0,0,2
5195,0,0,0,8
5196,7,0,0,5
5197,8,0,0,4
5198,3,0,0,6
5199,1,0,0,2
5200,6,0,0,5
5201,4,0,0,3
5202,8,0,0,2
5203,9,0,0,5
5204,3,0,0,6
5205,3,0,0,7
5206,0,0,0,7
5207,5,0,0,8
5208,2,0,0,3
5209,1,0,0,0
5210,9,0,0,1
5211,0,0,0,9
5212,4,0,0,3
5213,5,0,0,2
5214,1,0,0,3
5215,4,0,0,3
5216,4,0,0,2
5217,0,0,0,9
5218,2,0,0,9
5219,1,0,0,5
5220,3,0,0,7
5221,9,0,0,2
5222,4,0,0,0
5223,6,0,0,2
5224,4,0,0,6
5225,4,0,0,8
5226,2,0,0,1
5227,8,0,0,1
5228,2,0,0,4
5229,6,0,0,0
5230,1,0,0,9
5231,0,0,0,0
5232,9,0,0,6
5233,0,0,0,5
5234,4,0,0,2
5235,4,0,0,5
5236,2,0,0,7
5237,5,0,0,7
5238,0,0,0,5
5239,9,0,0,9
5240,0,0,0,1
5241,9,0,0,2
5242,9,0,0,2
5243,3,0,0,2
5244,7,0,0,7
5245,5,0,0,5
5246,6,0,0,4
5247,4,0,0,1
5248,2,0,0,3
5249,4,0,0,2
5250,9,0,0,0
5251,7,0,0,1
5252,6,0,0,0
5253,0,0,0,1
5254,8,0,0,0
5255,1,0,0,1
5256,7,0,0,2
5257,5,0,0,8
5258,9,0,0,4
5259,9,0,0,0
5260,1,0,0,2
5261,1,0,0,7
5262,0,0,0,4
5263,9,0,0,4
5264,7,0,0,2
5265,6,0,0,8
5266,5,0,0,3
5267,1,0,0,2
5268,5,0,0,6
5269,5,0,0,9
5270,4,0,0,6
5271,6,0,0,2
5272,0,0,0,2
5273,5,0,0,8
5274,5,0,0,9
5275,1,0,0,5
5276,0,0,0,1
5277,4,0,0,8
5278,7,0,0,8
5279,3,0,0,9
5280,2,0,0,3
5281,4,0,0,8
5282,7,0,0,0
5283,5,0,0,5
5284,1,0,0,6
5285,3,0,0,6
5286,7,0,0,6
5287,6,0,0,0
5288,6,0,0,3
5289,3,0,0,7
5290,5,0,0,7
5291,4,0,0,8
5292,0,0,0,6
5293,8,0,0,9
5294,9,0,0,6
5295,1,0,0,1
5296,7,0,0,5
5297,3,0,0,9
5298,8,0,0,7
5299,8,0,0,5
5300,3,0,0,1
5301,7,0,0,5
5302,4,0,0,8
5303,1,0,0,9
5304,9,0,0,1
5305,3,0,0,2
5306,5,0,0,6
5307,6,0,0,7
5308,7,0,0,1
5309,2,0,0,3
5310,0,0,0,2
5311,6,0,0,5
5312,2,0,0,0
5313,7,0,0,5
5314,1,0,0,1
5315,7,0,0,4
5316,3,0,0,8
5317,3,0,0,1
5318,5,0,0,8
5319,7,0,0,7
5320,2,0,0,2
5321,3,0,0,1
5322,4,0,0,4
5323,2,0,0,2
5324,7,0,0,0
5325,9,0,0,8
5326,2,0,0,9
5327,1,0,0,4
5328,5,0,0,2
5329,0,0,0,3
5330,8,0,0,6
5331,8,0,0,5
5332,6,0,0,5
5333,5,0,0,9
5334,9,0,0,1
5335,3,0,0,6
5336,4,0,0,2
5337,9,0,0,3
5338,9,0,0,1
5339,0,0,0,2
5340,4,0,0,1
5341,2,0,0,2
5342,4,0,0,4
5343,6,0,0,6
5344,8,0,0,2
5345,3,0,0,9
5346,9,0,0,3
5347,0,0,0,2
5348,0,0,0,7
5349,6,0,0,5
5350,4,0,0,8
5351,2,0,0,4
5352,1,0,0,3
5353,3,0,0,3
5354,4,0,0,0
5355,6,0,0,5
5356,6,0,0,1
5357,8,0,0,6
5358,9,0,0,4
5359,1,0,0,5
5360,3,0,0,5
5361,5,0,0,6
5362,9,0,0,5
5363,1,0,0,9
5364,4,0,0,6
5365,7,0,0,6
5366,3,0,0,4
5367,7,0,0,1
5368,1,0,0,6
5369,5,0,0,3
5370,3,0,0,6
5371,8,0,0,2
5372,9,0,0,5
5373,4,0,0,3
5374,8,0,0,6
5375,0,0,0,9
5376,0,0,0,5
5377,0,0,0,8
5378,0,0,0,6
5379,4,0,0,3
5380,8,0,0,4
5381,2,0,0,5
5382,1,0,0,2
5383,4,0,0,2
5384,2,0,0,6
5385,3,0,0,6
5386,6,0,0,8
5387,3,0,0,1
5388,4,0,0,4
5389,3,0,0,8
5390,5,0,0,4
5391,5,0,0,5
5392,5,0,0,4
5393,8,0,0,8
5394,0,0,0,3
5395,9,0,0,8
5396,4,0,0,2
5397,4,0,0,2
5398,4,0,0,5
5399,6,0,0,2
5400,4,0,0,9
5401,9,0,0,1
5402,7,0,0,1
5403,5,0,0,1
5404,9,0,0,9
5405,1,0,0,4
5406,5,0,0,9
5407,0,0,0,6
5408,9,0,0,8
5409,5,0,0,0
5410,5,0,0,7
5411,5,0,0,7
5412,9,0,0,1
5413,8,0,0,8
5414,8,0,0,8
5415,9,0,0,4
5416,2,0,0,0
5417,3,0,0,6
5418,6,0,0,4
5419,7,0,0,3
5420,2,0,0,3
5421,9,0,0,3
5422,8,0,0,3
5423,5,0,0,7
5424,9,0,0,5
5425,7,0,0,2
5426,5,0,0,7
5427,2,0,0,8
5428,4,0,0,6
5429,8,0,0,3
5430,2,0,0,6
5431,2,0,0,0
5432,8,0,0,4
5433,5,0,0,8
5434,1,0,0,2
5435,8,0,0,6
5436,7,0,0,6
5437,8,0,0,6
5438,3,0,0,9
5439,6,0,0,0
5440,9,0,0,7
5441,7,0,0,0
5442,0,0,0,7
5443,8,0,0,8
5444,9,0,0,5
5445,2,0,0,8
5446,9,0,0,2
5447,8,0,0,5
5448,3,0,0,5
5449,3,0,0,0
5450,4,0,0,3
5451,2,0,0,4
5452,9,0,0,1
5453,0,0,0,4
5454,1,0,0,5
5455,5,0,0,7
5456,2,0,0,8
5457,2,0,0,0
5458,3,0,0,8
5459,1,0,0,0
5460,8,0,0,9
5461,3,0,0,2
5462,2,0,0,4
5463,2,0,0,4
5464,3,0,0,1
5465,9,0,0,0
5466,3,0,0,1
5467,0,0,0,6
5468,2,0,0,0
5469,8,0,0,9
5470,4,0,0,0
5471,4,0,0,7
5472,8,0,0,0
5473,1,0,0,0
5474,1,0,0,7
5475,7,0,0,0
5476,6,0,0,3
5477,0,0,0,9
5478,1,0,0,1
5479,2,0,0,3
5480,3,0,0,4
5481,7,0,0,0
5482,3,0,0,8
5483,8,0,0,5
5484,7,0,0,0
5485,9,0,0,0
5486,3,0,0,9
5487,8,0,0,1
5488,4,0,0,4
5489,9,0,0,2
5490,8,0,0,7
5491,1,0,0,6
5492,0,0,0,2
5493,6,0,0,3
5494,8,0,0,9
5495,1,0,0,5
5496,2,0,0,9
5497,9,0,0,3
5498,7,0,0,1
5499,0,0,0,2
5500,8,0,0,4
5501,7,0,0,7
5502,3,0,0,4
5503,1,0,0,7
5504,3,0,0,6
5505,7,0,0,7
5506,3,0,0,6
5507,1,0,0,7
5508,5,0,0,6
5509,5,0,0,1
5510,1,0,0,6
5511,3,0,0,6
5512,4,0,0,0
5513,7,0,0,3
5514,3,0,0,3
5515,7,0,0,7
5516,6,0,0,4
5517,5,0,0,4
5518,0,0,0,8
5519,8,0,0,6
5520,6,0,0,0
5521,2,0,0,6
5522,9,0,0,5
5523,8,0,0,9
5524,4,0,0,7
5525,0,0,0,4
5526,6,0,0,1
5527,4,0,0,9
5528,4,0,0,4
5529,0,0,0,4
5530,3,0,0,9
5531,1,0,0,3
5532,2,0,0,0
5533,5,0,0,5
5534,7,0,0,2
5535,3,0,0,0
5536,5,0,0,4
5537,6,0,0,6
5538,9,0,0,4
5539,0,0,0,9
5540,4,0,0,4
5541,5,0,0,8
5542,6,0,0,3
5543,3,0,0,9
5544,6,0,0,3
5545,2,0,0,8
5546,3,0,0,0
5547,7,0,0,5
5548,2,0,0,8
5549,0,0,0,5
5550,4,0,0,6
5551,2,0,0,7
5552,7,0,0,2
5553,5,0,0,7
5554,7,0,0,1
5555,4,0,0,4
5556,2,0,0,4
5557,5,0,0,1
5558,7,0,0,0
5559,3,0,0,4
5560,0,0,0,1
5561,0,0,0,1
5562,1,0,0,1
5563,4,0,0,9
5564,6,0,0,0
5565,0,0,0,4
5566,0,0,0,4
5567,3,0,0,6
5568,9,0,0,5
5569,7,0,0,1
5570,5,0,0,8
5571,1,0,0,7
5572,0,0,0,0
5573,7,0,0,7
5574,0,0,0,9
5575,3,0,0,5
5576,4,0,0,5
5577,0,0,0,2
5578,5,0,0,6
5579,1,0,0,3
5580,9,0,0,8
5581,3,0,0,5
5582,5,0,0,4
5583,7,0,0,7
5584,2,0,0,3
5585,1,0,0,1
5586,3,0,0,2
5587,3,0,0,0
5588,6,0,0,8
5589,2,0,0,1
5590,8,0,0,0
5591,3,0,0,4
5592,2,0,0,7
5593,5,0,0,1
5594,2,0,0,6
5595,8,0,0,1
5596,1,0,0,8
5597,5,0,0,9
5598,6,0,0,1
5599,5,0,0,2
5600,3,0,0,4
5601,9,0,0,9
5602,7,0,0,5
5603,9,0,0,3
5604,2,0,0,4
5605,5,0,0,6
5606,9,0,0,9
5607,3,0,0,4
5608,1,0,0,5
5609,0,0,0,3
5610,6,0,0,2
5611,2,0,0,6
5612,4,0,0,3
5613,2,0,0,5
5614,0,0,0,2
5615,2,0,0,3
5616,2,0,0,9
5617,2,0,0,3
5618,5,0,0,2
5619,6,0,0,7
5620,7,0,0,1
5621,9,0,0,6
5622,8,0,0,3
5623,9,0,0,4
5624,3,0,0,4
5625,3,0,0,5
5626,9,0,0,1
5627,7,0,0,4
5628,1,0,0,3
5629,0,0,0,4
5630,6,0,0,0
5631,4,0,0,7
5632,4,0,0,9
5633,1,0,0,5
5634,8,0,0,3
5635,9,0,0,4
5636,1,0,0,2
5637,4,0,0,6
5638,6,0,0,2
5639,7,0,0,0
5640,3,0,0,8
5641,9,0,0,7
5642,7,0,0,4
5643,6,0,0,3
5644,0,0,0,7
5645,0,0,0,0
5646,4,0,0,0
5647,0,0,0,1
5648,7,0,0,8
5649,5,0,0,2
5650,5,0,0,0
5651,6,0,0,8
5652,1,0,0,3
5653,3,0,0,9
5654,1,0,0,1
5655,7,0,0,3
5656,6,0,0,9
5657,7,0,0,5
5658,8,0,0,6
5659,8,0,0,8
5660,2,0,0,8
5661,3,0,0,8
5662,8,0,0,1
5663,1,0,0,4
5664,9,0,0,6
5665,1,0,0,0
5666,3,0,0,7
5667,1,0,0,1
5668,7,0,0,7
5669,2,0,0,8
5670,7,0,0,5
5671,4,0,0,1
5672,2,0,0,4
5673,7,0,0,7
5674,8,0,0,7
5675,5,0,0,0
5676,7,0,0,6
5677,9,0,0,2
5678,6,0,0,1
5679,7,0,0,3
5680,5,0,0,0
5681,0,0,0,1
5682,1,0,0,9
5683,6,0,0,6
5684,9,0,0,1
5685,8,0,0,7
5686,0,0,0,9
5687,5,0,0,9
5688,3,0,0,1
5689,0,0,0,0
5690,5,0,0,9
5691,2,0,0,0
5692,8,0,0,3
5693,6,0,0,5
5694,7,0,0,7
5695,8,0,0,6
5696,4,0,0,2
5697,4,0,0,4
5698,2,0,0,7
5699,9,0,0,0
5700,3,0,0,9
5701,3,0,0,3
5702,5,0,0,8
5703,6,0,0,8
5704,1,0,0,9
5705,4,0,0,9
5706,6,0,0,0
5707,7,0,0,2
5708,7,0,0,6
5709,3,0,0,1
5710,0,0,0,7
5711,2,0,0,8
5712,8,0,0,9
5713,8,0,0,8
5714,3,0,0,5
5715,7,0,0,3
5716,4,0,0,7
5717,3,0,0,4
5718,5,0,0,7
5719,9,0,0,1
5720,8,0,0,3
5721,6,0,0,3
5722,0,0,0,4
5723,8,0,0,5
5724,3,0,0,0
5725,8,0,0,2
5726,6,0,0,7
5727,2,0,0,5
5728,8,0,0,6
5729,5,0,0,1
5730,0,0,0,2
5731,8,0,0,2
5732,6,0,0,6
5733,0,0,0,9
5734,0,0,0,7
5735,6,0,0,5
5736,2,0,0,5
5737,6,0,0,3
5738,5,0,0,6
5739,9,0,0,9
5740,1,0,0,0
5741,0,0,0,6
5742,5,0,0,3
5743,7,0,0,8
5744,9,0,0,2
5745,0,0,0,2
5746,6,0,0,8
5747,3,0,0,3
5748,6,0,0,6
5749,5,0,0,2
5750,1,0,0,9
5751,5,0,0,8
5752,8,0,0,9
5753,1,0,0,0
5754,3,0,0,8
5755,8,0,0,7
5756,6,0,0,9
5757,7,0,0,8
5758,6,0,0,6
5759,7,0,0,0
5760,8,0,0,7
5761,1,0,0,7
5762,6,0,0,5
5763,0,0,0,6
5764,9,0,0,6
5765,1,0,0,5
5766,9,0,0,5
5767,6,0,0,9
5768,1,0,0,0
5769,4,0,0,3
5770,2,0,0,4
5771,8,0,0,9
5772,4,0,0,5
5773,1,0,0,3
5774,5,0,0,2
5775,4,0,0,2
5776,6,0,0,7
5777,7,0,0,7
5778,7,0,0,4
5779,0,0,0,6
5780,8,0,0,2
5781,9,0,0,5
5782,7,0,0,8
5783,2,0,0,6
5784,5,0,0,0
5785,2,0,0,1
5786,7,0,0,0
5787,3,0,0,8
5788,5,0,0,8
5789,3,0,0,3
5790,4,0,0,0
5791,4,0,0,6
5792,5,0,0,7
5793,5,0,0,7
5794,4,0,0,4
5795,2,0,0,0
5796,9,0,0,9
5797,6,0,0,8
5798,2,0,0,4
5799,4,0,0,5
5800,0,0,0,5
5801,3,0,0,3
5802,6,0,0,5
5803,1,0,0,8
5804,2,0,0,7
5805,9,0,0,5
5806,8,0,0,8
5807,4,0,0,2
5808,2,0,0,0
5809,8,0,0,8
5810,5,0,0,0
5811,2,0,0,6
5812,3,0,0,9
5813,7,0,0,3
5814,6,0,0,2
5815,6,0,0,6
5816,3,0,0,2
5817,3,0,0,3
5818,3,0,0,0
5819,1,0,0,1
5820,3,0,0,5
5821,7,0,0,0
5822,3,0,0,6
5823,1,0,0,7
5824,2,0,0,6
5825,0,0,0,1
5826,2,0,0,1
5827,9,0,0,7
5828,3,0,0,1
5829,6,0,0,8
5830,5,0,0,4
5831,6,0,0,9
5832,8,0,0,4
5833,3,0,0,1
5834,0,0,0,4
5835,1,0,0,3
5836,0,0,0,9
5837,2,0,0,2
5838,1,0,0,6
5839,7,0,0,0
5840,8,0,0,3
5841,0,0,0,5
5842,2,0,0,0
5843,7,0,0,8
5844,6,0,0,8
5845,4,0,0,1
5846,9,0,0,4
5847,9,0,0,1
5848,3,0,0,2
5849,9,0,0,4
5850,3,0,0,1
5851,0,0,0,8
5852,4,0,0,6
5853,3,0,0,0
5854,9,0,0,5
5855,3,0,0,9
5856,0,0,0,9
5857,9,0,0,8
5858,9,0,0,7
5859,0,0,0,2
5860,8,0,0,9
5861,9,0,0,7
5862,0,0,0,0
5863,1,0,0,5
5864,3,0,0,6
5865,9,0,0,7
5866,7,0,0,1
5867,1,0,0,6
5868,6,0,0,3
5869,0,0,0,6
5870,1,0,0,6
5871,5,0,0,5
5872,6,0,0,9
5873,5,0,0,8
5874,8,0,0,4
5875,3,0,0,9
5876,9,0,0,3
5877,6,0,0,4
5878,6,0,0,1
5879,0,0,0,4
5880,4,0,0,6
5881,5,0,0,3
5882,0,0,0,6
5883,5,0,0,6
5884,6,0,0,3
5885,4,0,0,6
5886,8,0,0,7
5887,3,0,0,0
5888,6,0,0,9
5889,0,0,0,7
5890,2,0,0,5
5891,2,0,0,9
5892,0,0,0,2
5893,3,0,0,9
5894,7,0,0,3
5895,6,0,0,9
5896,2,0,0,9
5897,4,0,0,9
5898,7,0,0,0
5899,4,0,0,2
5900,2,0,0,9
5901,7,0,0,0
5902,9,0,0,2
5903,1,0,0,7
5904,6,0,0,2
5905,4,0,0,5
5906,7,0,0,1
5907,6,0,0,1
5908,0,0,0,4
5909,4,0,0,5
5910,8,0,0,1
5911,7,0,0,9
5912,1,0,0,2
5913,9,0,0,4
5914,2,0,0,0
5915,6,0,0,2
5916,7,0,0,4
5917,5,0,0,3
5918,2,0,0,3
5919,1,0,0,3
5920,2,0,0,5
5921,2,0,0,5
5922,2,0,0,4
5923,1,0,0,2
5924,8,0,0,3
5925,5,0,0,9
5926,5,0,0,2
5927,2,0,0,9
5928,1,0,0,9
5929,2,0,0,5
5930,4,0,0,2
5931,7,0,0,8
5932,6,0,0,7
5933,2,0,0,0
5934,0,0,0,1
5935,8,0,0,6
5936,2,0,0,8
5937,3,0,0,2
5938,4,0,0,2
5939,1,0,0,2
5940,0,0,0,4
5941,5,0,0,9
5942,5,0,0,3
5943,9,0,0,4
5944,3,0,0,1
5945,2,0,0,8
5946,5,0,0,0
5947,3,0,0,1
5948,2,0,0,5
5949,9,0,0,1
5950,2,0,0,3
5951,4,0,0,4
5952,0,0,0,0
5953,6,0,0,0
5954,0,0,0,8
5955,1,0,0,0
5956,3,0,0,4
5957,5,0,0,9
5958,9,0,0,2
5959,6,0,0,1
5960,6,0,0,0
5961,2,0,0,2
5962,5,0,0,9
5963,7,0,0,6
5964,0,0,0,7
5965,9,0,0,0
5966,4,0,0,7
5967,5,0,0,9
5968,9,0,0,2
5969,3,0,0,6
5970,8,0,0,3
5971,9,0,0,3
5972,3,0,0,5
5973,5,0,0,7
5974,0,0,0,2
5975,7,0,0,2
5976,4,0,0,6
5977,5,0,0,4
5978,7,0,0,7
5979,5,0,0,1
5980,2,0,0,4
5981,9,0,0,0
5982,6,0,0,5
5983,6,0,0,5
5984,5,0,0,8
5985,3,0,0,0
5986,4,0,0,3
5987,8,0,0,9
5988,6,0,0,5
5989,5,0,0,2
5990,3,0,0,7
5991,7,0,0,2
5992,7,0,0,8
5993,9,0,0,9
5994,6,0,0,0
5995,3,0,0,7
5996,1,0,0,4
5997,9,0,0,7
5998,2,0,0,7
5999,5,0,0,8
6000,2,0,0,4
6001,8,0,0,3
6002,3,0,0,4
6003,6,0,0,1
6004,7,0,0,5
6005,0,0,0,5
6006,4,0,0,8
6007,0,0,0,5
6008,7,0,0,3
6009,9,0,0,8
6010,2,0,0,7
6011,9,0,0,2
6012,8,0,0,4
6013,5,0,0,6
6014,8,0,0,7
6015,9,0,0,3
6016,9,0,0,0
6017,8,0,0,9
6018,0,0,0,0
6019,2,0,0,6
6020,0,0,0,6
6021,5,0,0,6
6022,5,0,0,2
6023,3,0,0,4
6024,1,0,0,1
6025,0,0,0,8
6026,1,0,0,5
6027,4,0,0,8
6028,6,0,0,9
6029,4,0,0,2
6030,4,0,0,2
6031,4,0,0,1
6032,9,0,0,0
6033,6,0,0,8
6034,6,0,0,0
6035,3,0,0,0
6036,6,0,0,0
6037,4,0,0,8
6038,9,0,0,3
6039,0,0,0,8
6040,1,0,0,7
6041,0,0,0,6
6042,5,0,0,5
6043,2,0,0,1
6044,9,0,0,5
6045,3,0,0,4
6046,0,0,0,2
6047,1,0,0,0
6048,3,0,0,9
6049,4,0,0,4
6050,4,0,0,4
6051,9,0,0,3
6052,3,0,0,8
6053,1,0,0,5
6054,1,0,0,4
6055,0,0,0,6
6056,4,0,0,9
6057,4,0,0,5
6058,3,0,0,7
6059,6,0,0,8
6060,7,0,0,6
6061,6,0,0,2
6062,7,0,0,4
6063,9,0,0,9
6064,4,0,0,9
6065,6,0,0,0
6066,8,0,0,3
6067,9,0,0,7
6068,2,0,0,7
6069,7,0,0,7
6070,9,0,0,6
6071,4,0,0,1
6072,0,0,0,8
6073,1,0,0,4
6074,8,0,0,8
6075,3,0,0,8
6076,0,0,0,9
6077,0,0,0,4
6078,9,0,0,6
6079,4,0,0,5
6080,7,0,0,7
6081,8,0,0,6
6082,0,0,0,5
6083,4,0,0,9
6084,0,0,0,4
6085,5,0,0,6
6086,5,0,0,0
6087,1,0,0,6
6088,0,0,0,5
6089,7,0,0,0
6090,9,0,0,0
6091,8,0,0,6
6092,8,0,0,5
6093,1,0,0,6
6094,9,0,0,0
6095,8,0,0,9
6096,9,0,0,3
6097,1,0,0,9
6098,8,0,0,9
6099,3,0,0,3
6100,4,0,0,1
6101,6,0,0,6
6102,8,0,0,3
6103,8,0,0,7
6104,8,0,0,1
6105,8,0,0,5
6106,2,0,0,1
6107,7,0,0,2
6108,5,0,0,9
6109,2,0,0,5
6110,9,0,0,3
6111,4,0,0,0
6112,2,0,0,6
6113,5,0,0,1
6114,9,0,0,4
6115,2,0,0,8
6116,0,0,0,3
6117,5,0,0,5
6118,7,0,0,5
6119,7,0,0,2
6120,6,0,0,5
6121,8,0,0,1
6122,6,0,0,6
6123,6,0,0,0
6124,8,0,0,2
6125,6,0,0,9
6126,6,0,0,7
6127,8,0,0,4
6128,0,0,0,1
6129,2,0,0,4
6130,8,0,0,8
6131,2,0,0,6
6132,0,0,0,4
6133,1,0,0,8
6134,4,0,0,0
6135,9,0,0,1
6136,2,0,0,6
6137,4,0,0,6
6138,3,0,0,5
6139,6,0,0,0
6140,1,0,0,7
6141,4,0,0,4
6142,4,0,0,7
6143,8,0,0,0
6144,7,0,0,4
6145,2,0,0,8
6146,4,0,0,2
6147,6,0,0,6
6148,1,0,0,0
6149,3,0,0,7
6150,6,0,0,1
6151,3,0,0,5
6152,2,0,0,2
6153,0,0,0,5
6154,2,0,0,0
6155,7,0,0,9
6156,3,0,0,1
6157,1,0,0,2
6158,4,0,0,9
6159,3,0,0,6
6160,2,0,0,6
6161,2,0,0,8
6162,6,0,0,7
6163,0,0,0,6
6164,9,0,0,7
6165,7,0,0,7
6166,3,0,0,4
6167,4,0,0,4
6168,2,0,0,1
6169,2,0,0,5
6170,1,0,0,0
6171,6,0,0,0
6172,6,0,0,4
6173,2,0,0,4
6174,2,0,0,7
6175,8,0,0,4
6176,6,0,0,5
6177,1,0,0,6
6178,0,0,0,6
6179,8,0,0,1
6180,3,0,0,6
6181,6,0,0,9
6182,1,0,0,5
6183,1,0,0,7
6184,1,0,0,1
6185,8,0,0,4
6186,1,0,0,2
6187,6,0,0,5
6188,7,0,0,1
6189,1,0,0,0
6190,6,0,0,1
6191,3,0,0,0
6192,4,0,0,2
6193,1,0,0,5
6194,9,0,0,1
6195,6,0,0,5
6196,6,0,0,5
6197,1,0,0,5
6198,8,0,0,2
6199,7,0,0,6
6200,2,0,0,4
6201,9,0,0,6
6202,5,0,0,4
6203,8,0,0,3
6204,2,0,0,7
6205,7,0,0,8
6206,3,0,0,1
6207,9,0,0,7
6208,5,0,0,6
6209,3,0,0,3
6210,6,0,0,6
6211,6,0,0,2
6212,6,0,0,6
6213,9,0,0,9
6214,9,0,0,2
6215,3,0,0,6
6216,1,0,0,2
6217,4,0,0,4
6218,5,0,0,2
6219,8,0,0,0
6220,9,0,0,6
6221,9,0,0,4
6222,2,0,0,3
6223,5,0,0,3
6224,7,0,0,8
6225,6,0,0,8
6226,3,0,0,6
6227,3,0,0,6
6228,6,0,0,2
6229,5,0,0,8
6230,7,0,0,6
6231,0,0,0,7
6232,7,0,0,5
6233,2,0,0,8
6234,1,0,0,3
6235,1,0,0,5
6236,7,0,0,1
6237,8,0,0,6
6238,0,0,0,7
6239,7,0,0,6
6240,9,0,0,1
6241,1,0,0,1
6242,8,0,0,7
6243,5,0,0,2
6244,2,0,0,5
6245,4,0,0,9
6246,8,0,0,6
6247,9,0,0,0
6248,8,0,0,1
6249,6,0,0,9
6250,3,0,0,4
6251,2,0,0,0
6252,2,0,0,5
6253,6,0,0,5
6254,1,0,0,7
6255,0,0,0,7
6256,4,0,0,1
6257,7,0,0,3
6258,9,0,0,7
6259,4,0,0,3
6260,6,0,0,3
6261,6,0,0,5
6262,0,0,0,5
6263,2,0,0,1
6264,0,0,0,3
6265,7,0,0,2
6266,9,0,0,1
6267,3,0,0,0
6268,1,0,0,1
6269,2,0,0,6
6270,3,0,0,2
6271,5,0,0,4
6272,8,0,0,7
6273,9,0,0,3
6274,8,0,0,9
6275,1,0,0,5
6276,8,0,0,7
6277,9,0,0,1
6278,3,0,0,1
6279,4,0,0,2
6280,7,0,0,6
6281,5,0,0,9
6282,1,0,0,9
6283,5,0,0,7
6284,3,0,0,5
6285,5,0,0,8
6286,4,0,0,9
6287,3,0,0,3
6288,3,0,0,6
6289,9,0,0,1
6290,2,0,0,2
6291,0,0,0,2
6292,0,0,0,1
6293,6,0,0,7
6294,7,0,0,3
6295,2,0,0,2
6296,6,0,0,7
6297,8,0,0,7
6298,7,0,0,8
6299,3,0,0,7
6300,8,0,0,2
6301,4,0,0,6
6302,0,0,0,0
6303,8,0,0,5
6304,9,0,0,4
6305,4,0,0,3
6306,0,0,0,2
6307,2,0,0,8
6308,9,0,0,2
6309,1,0,0,8
6310,2,0,0,1
6311,8,0,0,4
6312,4,0,0,6
6313,7,0,0,8
6314,4,0,0,9
6315,9,0,0,2
6316,9,0,0,0
6317,0,0,0,2
6318,1,0,0,7
6319,6,0,0,1
6320,7,0,0,0
6321,9,0,0,2
6322,0,0,0,7
6323,7,0,0,7
6324,5,0,0,2
6325,0,0,0,7
6326,9,0,0,9
6327,5,0,0,9
6328,5,0,0,1
6329,8,0,0,2
6330,5,0,0,2
6331,6,0,0,8
6332,6,0,0,3
6333,6,0,0,1
6334,9,0,0,1
6335,2,0,0,8
6336,2,0,0,5
6337,7,0,0,5
6338,9,0,0,2
6339,1,0,0,4
6340,5,0,0,1
6341,8,0,0,8
6342,9,0,0,1
6343,6,0,0,4
6344,1,0,0,7
6345,5,0,0,5
6346,9,0,0,4
6347,5,0,0,3
6348,9,0,0,3
6349,4,0,0,9
6350,9,0,0,2
6351,6,0,0,0
6352,4,0,0,7
6353,1,0,0,6
6354,2,0,0,4
6355,9,0,0,5
6356,4,0,0,5
6357,1,0,0,9
6358,1,0,0,4
6359,2,0,0,1
6360,1,0,0,5
6361,7,0,0,3
6362,0,0,0,9
6363,1,0,0,4
6364,9,0,0,1
6365,4,0,0,1
6366,7,0,0,4
6367,2,0,0,0
6368,0,0,0,8
6369,9,0,0,3
6370,3,0,0,2
6371,2,0,0,8
6372,4,0,0,5
6373,7,0,0,4
6374,6,0,0,2
6375,6,0,0,1
6376,8,0,0,7
6377,6,0,0,6
6378,7,0,0,9
6379,0,0,0,8
6380,2,0,0,8
6381,3,0,0,8
6382,6,0,0,4
6383,4,0,0,9
6384,0,0,0,6
6385,9,0,0,2
6386,4,0,0,6
6387,2,0,0,3
6388,6,0,0,5
6389,6,0,0,7
6390,4,0,0,6
6391,5,0,0,6
6392,4,0,0,4
6393,6,0,0,5
6394,5,0,0,2
6395,9,0,0,8
6396,6,0,0,8
6397,8,0,0,9
6398,9,0,0,6
6399,4,0,0,9
6400,5,0,0,7
6401,2,0,0,0
6402,3,0,0,4
6403,2,0,0,4
6404,5,0,0,2
6405,1,0,0,7
6406,8,0,0,1
6407,6,0,0,4
6408,6,0,0,0
6409,4,0,0,1
6410,0,0,0,2
6411,8,0,0,9
6412,2,0,0,6
6413,0,0,0,9
6414,5,0,0,5
6415,5,0,0,9
6416,1,0,0,5
6417,7,0,0,5
6418,2,0,0,3
6419,8,0,0,3
6420,4,0,0,9
6421,7,0,0,7
6422,7,0,0,8
6423,6,0,0,6
6424,8,0,0,7
6425,9,0,0,8
6426,6,0,0,9
6427,5,0,0,3
6428,6,0,0,5
6429,3,0,0,8
6430,6,0,0,1
6431,1,0,0,5
6432,5,0,0,4
6433,5,0,0,7
6434,0,0,0,7
6435,6,0,0,1
6436,3,0,0,7
6437,6,0,0,4
6438,8,0,0,1
6439,0,0,0,8
6440,6,0,0,4
6441,7,0,0,3
6442,9,0,0,4
6443,9,0,0,6
6444,6,0,0,0
